battery_power,blue,dual_sim,fc,int_memory,mobile_wt,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
-0.9025972554689959,-0.9900495037128095,-1.019183979313898,-0.7624946625030504,-1.3806435313202894,1.3492488095807782,-1.3057501043508444,-1.4089485628999447,-1.1467840342018796,-1.6647983883648052,-0.7849832923777195,0.2831028012669145,1.4624933239839086,-1.7868609675630667,-1.0060181084889308,0.5773502691896258,1
-0.49513856507006043,1.0100505037878158,0.981177118456265,-0.9928903907106499,1.1550242242836197,-0.12005943732924378,-0.6459887934933469,0.5857779134312672,1.7044646757511204,-1.6647983883648052,1.1142655626114704,-0.6353166675633032,-0.7342672077230512,0.5596406313378746,0.9940178924830986,0.5773502691896258,2
-1.5376864991634263,1.0100505037878158,0.981177118456265,-0.532098934295451,0.49354567934346943,0.13424391309749079,-0.6459887934933469,1.3926842168511246,1.0749682073199385,-1.6647983883648052,-0.310171078630422,-0.8649215347708576,-0.36814045243855786,0.5596406313378746,0.9940178924830986,0.5773502691896258,2
-1.419318611449769,1.0100505037878158,-1.019183979313898,-0.9928903907106499,-1.2152738950852517,-0.26133907645520743,-0.15116781035022395,1.2867495904244954,1.2369709749309044,-1.6647983883648052,0.8768594557378216,0.5127076684744689,-0.002013697154064573,0.5596406313378746,-1.0060181084889308,0.5773502691896258,2
1.3259058612938972,1.0100505037878158,-1.019183979313898,2.0022540759881435,0.658915315578507,0.021220201796719875,0.6735338282216478,1.2687181646497498,-0.09145171947901598,-1.6647983883648052,-1.0223893992513682,-0.8649215347708576,0.7302398134149221,0.5596406313378746,0.9940178924830986,-1.7320508075688774,1
1.4124054715461853,-0.9900495037128095,0.981177118456265,-0.3017032060878515,-0.5537953501451016,0.6711065417761527,-0.4810484657789726,0.8089168073937417,0.9314800417216544,-1.6647983883648052,1.1142655626114704,-1.094526401978412,-0.18507707479631122,0.5596406313378746,-1.0060181084889308,-1.7320508075688774,1
1.3259058612938972,-0.9900495037128095,-1.019183979313898,-0.07130747788025202,-1.2152738950852517,-0.03529165385366558,0.013772517364150388,-0.5952804748145578,-0.54043081828655,-1.6647983883648052,0.16464113511687545,0.5127076684744689,1.279429946341662,0.5596406313378746,-1.0060181084889308,0.5773502691896258,3
1.6286544971769052,-0.9900495037128095,0.981177118456265,-0.9928903907106499,-0.44354892598840995,1.3209928817555854,-1.635630759779593,-0.3000158777531015,-0.2372542103288853,-1.6647983883648052,0.8768594557378216,-0.6353166675633032,-1.1003939630075446,0.5596406313378746,0.9940178924830986,0.5773502691896258,0
0.47001498090283717,1.0100505037878158,-1.019183979313898,-0.9928903907106499,1.1550242242836197,0.95366582002808,0.6735338282216478,-0.5840108337053419,-0.9616380140750614,-1.6647983883648052,1.1142655626114704,-1.094526401978412,1.6455567016261552,0.5596406313378746,-1.0060181084889308,-1.7320508075688774,0
-1.6606069979429934,1.0100505037878158,0.981177118456265,-0.532098934295451,-1.2703971071635978,-1.3350643338125312,0.838474155936022,1.1086892608988843,-0.06367981645999325,-1.6647983883648052,1.5890777763587678,0.9719174028895778,0.18104968048818207,0.5596406313378746,-1.0060181084889308,-1.7320508075688774,0
-1.0687675593747072,1.0100505037878158,0.981177118456265,-0.9928903907106499,-1.2703971071635978,1.1797132426296217,-1.4706904320652185,-0.8950529283197004,-0.8736936545148227,-1.6647983883648052,-1.7346077198723144,-0.8649215347708576,-0.7342672077230512,-1.7868609675630667,-1.0060181084889308,0.5773502691896258,3
0.6407378958744582,1.0100505037878158,-1.019183979313898,0.15908825032734747,0.05255998271670267,1.038433603503658,1.333295139079145,-1.1136839658384885,-0.570517046557158,-1.6647983883648052,0.40204724199052416,0.7423125356820234,0.3641130581304287,0.5596406313378746,0.9940178924830986,0.5773502691896258,3
1.3122480280961677,-0.9900495037128095,-1.019183979313898,-0.532098934295451,0.05255998271670267,0.5298269026501891,1.1683548113647708,-0.08589269667799969,-1.1652986362145614,-1.6647983883648052,1.351671669485119,-1.3241312691859664,-1.6495840959342845,0.5596406313378746,-1.0060181084889308,-1.7320508075688774,1
-0.991373171254239,1.0100505037878158,-1.019183979313898,0.6198797067425464,-0.8294114105368309,1.6318080878327055,0.17871284507852472,-0.6786758190227553,0.4362144378824158,-1.6647983883648052,-1.259795506125017,-1.094526401978412,-1.2834573406497911,0.5596406313378746,-1.0060181084889308,0.5773502691896258,2
1.42833961027687,-0.9900495037128095,-1.019183979313898,2.0022540759881435,1.0999010122052737,1.2644810261052,1.1683548113647708,-0.6516286803606371,-1.5934488077578284,-1.6647983883648052,0.40204724199052416,0.7423125356820234,-1.4665207182920377,0.5596406313378746,-1.0060181084889308,0.5773502691896258,0
-1.0551097261769775,-0.9900495037128095,-1.019183979313898,-0.3017032060878515,0.7691617397351987,0.5298269026501891,1.0034144836503964,0.48885899989201054,1.417488344554552,-1.6647983883648052,1.1142655626114704,2.1199417389273503,-0.002013697154064573,0.5596406313378746,0.9940178924830986,0.5773502691896258,0
-0.9117024776008158,-0.9900495037128095,-1.019183979313898,-0.7624946625030504,-1.0499042588502143,1.57529623218232,-0.9758694489220956,0.7638382429568782,1.385087791032359,-1.6647983883648052,-0.5475771855040708,0.7423125356820234,1.4624933239839086,0.5596406313378746,-1.0060181084889308,0.5773502691896258,3
-1.4648447221088678,-0.9900495037128095,0.981177118456265,0.6198797067425464,-0.4986721380667558,-0.5438983547071348,1.1683548113647708,-0.4600447815039671,-1.0218104706162774,-1.6647983883648052,-0.5475771855040708,-0.8649215347708576,1.279429946341662,0.5596406313378746,0.9940178924830986,0.5773502691896258,3
-0.24474495644501626,1.0100505037878158,0.981177118456265,1.5414626195729444,0.9345313759702363,-1.1090169112109893,1.333295139079145,0.02905764263600236,-0.8644363535084818,-1.6647983883648052,1.5890777763587678,1.6607320045122411,0.9133031910571687,0.5596406313378746,0.9940178924830986,-1.7320508075688774,1
